Date,nps,Comments,nps_scaled
2023-06-02,9,MUY FACIL Y CONVENIENTE DE USAR.,4
2023-06-02,9,:),4
2023-06-02,10,Facilidad de compra,5
2023-06-02,9,Muy bien hasta el momento,4
2023-06-02,10,MUY BUEN SERVICIO,5
2023-06-02,10,FACIL,5
2023-06-02,9,Todo bien,4
2023-06-02,10,Muy eficiente el sistema,5
2023-06-02,10,RAPIDO Y SENCILLO,5
2023-06-02,9,costo - beneficio,4
2023-06-02,10,Rapidez,5
2023-05-02,10,porque pueden ocurrir cambios de ultimo minuto,5
2023-05-02,10,En esta tarifa fue facil hacer el cambio de reservacion.,5
2023-05-02,10,MUY AMIGABLE,5
2023-05-02,10,Rapido,5
2023-05-02,10,Claro Que si,5
2023-05-02,9,Sistema es bastante facil.,4
2023-05-02,10,Todo bien,5
2023-05-02,10,Es muy sencillo,5
2023-05-02,10,eficiente,5
2023-05-02,9,Rapidez,4
2023-05-02,10,Sistema intuitivo y rápido.,5
2023-05-02,10,El servicio ha mejorado,5
2023-05-02,10,muy facil de realizar la compra y modificacion,5
2023-05-02,10,Son excelente opción para volar,5
2023-05-02,10,Un excelente servicio,5
2023-05-02,10,ES MUY AMIGABLE,5
2023-05-02,10,muy bueno,5
2023-05-02,10,"instrucciones claras, respuestas rapidas",5
2023-05-02,10,Fácil y flexible,5
2023-05-02,9,AGILES Y HONESTOS,4
2023-05-02,10,excelente servicio,5
2023-05-02,10,MUY EFICIENTE,5
2023-04-02,9,ECONOMIA  ACTUALMENTE,4
2023-04-02,9,rapido,4
2023-04-02,10,"El cambio no salió gratis, fue un pago normal",5
2023-04-02,10,moyds@hotmail.com,5
2023-04-02,10,EXCELENTE SERVICIO,5
2023-04-02,10,Por lo fácil y eficiente que es realizar los trámites necesarios,5
2023-04-02,10,"ES FACIL, COMODO Y EXCELENTE USO",5
2023-04-02,10,Excellent pilot and staff!!!!,5
2023-04-02,10,"fue fácil, directo al punto y prácticamente sin costo",5
2023-04-02,10,ES FACIL Y RAPIDO,5
2023-04-02,10,fue muy sencillo,5
2023-04-02,10,todo muy amigable,5
2023-04-02,10,Porque es fácil de usar,5
2023-04-02,10,es muy sencillo y rapoido,5
2023-04-02,10,Porque es fácil y rápido,5
2023-04-02,10,Eficiente,5
2023-04-02,10,CONVENIENCIA,5
2023-04-02,10,rapidos,5
2023-04-02,10,buena y moderna plataforma,5
2023-04-02,10,economico,5
2023-04-02,10,Fue rapido el tramite...,5
2023-04-02,10,Excelente Aerolinea,5
2023-04-02,10,"Por que toda la informacion es de facil acceso , clara y nada de complicaciones!",5
2023-04-02,10,MUY SENCILLO DE USAR,5
2023-04-02,9,ES ACCESIBLE,4
2023-04-02,10,ES MUY AMIGABLE Y FACIL DE USAR LA PLATAFORMA,5
2023-04-02,10,bueno,5
2023-04-02,10,facil,5
2023-04-02,10,BUEN SERVICIO,5
2023-04-02,10,MUY BIEN,5
2023-04-02,10,PORQUE  TODO  LO FACILITAN,5
2023-04-02,10,.,5
2023-04-02,10,VUELOS A BUEN PRECIO,5
2023-03-02,10,PORQUE SE PUEDE CAMBIAR LOS BOLETOS CASI SIN COSTO,5
2023-03-02,10,muy intuitiva y facil de usar,5
2023-03-02,10,Muy rápido,5
2023-03-02,10,Es muy fácil cambiar el vuelo. Se agradece. También sería genial pedir el reembolso total desde la página.,5
2023-03-02,10,fiable,5
2023-03-02,9,FACIL DE REALIZAR,4
2023-03-02,9,servicio,4
2023-03-02,10,FACIL Y PRACTICO,5
2023-03-02,10,Todo es muy facil,5
2023-03-02,10,muy amigable la sesion,5
2023-03-02,10,Fue un proceso muy facil y amigable,5
2023-03-02,10,Sencillo,5
2023-03-02,9,SIN COMENTARIO,4
2023-03-02,10,"es muy amigable el sistema, mil gracias !",5
2023-03-02,10,MUY FACIL MANEJO!,5
2023-03-02,10,"Rapidez de aplicación, precio accesible",5
2023-03-02,10,RAPIDES,5
2023-03-02,10,Muy intuitivo y facil de usar,5
2023-03-02,10,PORQUE PTE PERMITE HACER CAMBIOS MUY RAPIDO,5
2023-03-02,9,EN LO PERSONAL ME HA DADO UN BUEN SERVICIO,4
2023-03-02,10,fue facil,5
2023-03-02,10,Facilidad para cualquier trámite o servicio.,5
2023-03-02,10,facil de usar,5
2023-03-02,10,tienen buen servicio al cliente y la información que proveen es muy clara o especifica.,5
2023-03-02,10,EXCELENTE,5
2023-03-02,10,PRACTICO,5
2023-03-02,10,He viajado con ustedes y siempre ha sido grato.,5
2023-03-02,10,muy buen servicio,5
2023-03-02,10,Se eme hizo fácil y eficiente,5
2023-03-02,10,Excelente,5
2023-03-02,9,Control,4
2023-03-02,10,Muy buen servicio y buenas promociones,5
2023-03-02,10,HASTA AHORIT NO TENGO QUEJA,5
2023-03-02,10,MUY RAPIDO Y EFICIENTE,5
2023-03-02,10,Es Rapido y facil,5
2023-03-02,10,rapido,5
2023-03-02,9,Por las facilidades otorgadas,4
2023-03-02,10,SON BUENOS,5
2023-03-02,10,Gracias,5
2023-03-02,10,excelente servicio y fácil navegación en Internet,5
2023-03-02,10,BUW,5
2023-03-02,10,Económico y directo,5
2023-03-02,10,MUY FACIL DE USAR,5
2023-03-02,10,Rapido y Facil,5
2023-03-02,10,es facil,5
2023-03-02,10,rapido y efectivo menos costo,5
2023-03-02,10,Esta bien,5
2023-03-02,10,Muy senclllo y amigable,5
2023-03-02,9,Es clara la información,4
2023-03-02,10,Por su excelente servicio,5
2023-03-02,10,Es muy rápido su reservación y siempre ha sido puntual,5
2023-03-02,10,Muy facil de usar,5
2023-03-02,10,TODO FACIL,5
2023-03-02,10,bien,5
2023-03-02,10,no he tenido problemas,5
2023-03-02,10,MUY SENCILLO Y ECONOMICO,5
2023-02-02,10,excelente !!,5
2023-02-02,10,Es sencillo,5
2023-02-02,10,FACILIDAD DE TRAMITES,5
2023-02-02,9,FACIL RAPIDO Y EXCELENTES PRECIOS,4
2023-02-02,10,muy bien,5
2023-02-02,10,Facil,5
2023-02-02,9,oK,4
2023-02-02,10,NUNCA FALLAN,5
2023-02-02,10,.,5
2023-02-02,10,RAPIDO,5
2023-02-02,10,"Son muy claros al momento de dar la informacion, ademas que la aplicacion es muy amigable",5
2023-02-02,10,por su eficiencia,5
2023-02-02,10,eficiente,5
2023-02-02,10,MUY FACIL!!!!,5
2023-02-02,9,excelente,4
2023-02-02,10,Muy accesible la pagina y atención de los ejecutivos,5
2023-02-02,9,muy bien,4
2023-02-02,10,Alternativas digitales sin opción a marcar vía telefónoca,5
2023-02-02,10,POR RAPIDEZ,5
2023-02-02,10,por la eficacia,5
2023-02-02,9,Muy fácil!!!,4
2023-02-02,10,OK  !,5
2023-02-02,10,es buena y rapida la pagina,5
2023-02-02,10,Mucho,5
2023-02-02,10,el tramite fue muy sencillo,5
2023-02-02,10,Muy fácil de realizar y todo muy claro,5
2023-02-02,10,Fue facil y rapido hacer cambios en el vuelo,5
2023-02-02,10,OK MUY BIEN,5
2023-02-02,10,POR LA FACILIDAD PARA HACER EL TRAMITE,5
2023-02-02,10,Muy buen servicio.,5
2023-02-02,10,FACIL Y RAPIDO,5
2023-02-02,10,muy facil y rapido,5
2023-02-02,10,muy claro todo,5
2023-02-02,10,amigable,5
2023-02-02,10,Flexibilidad,5
2023-02-02,10,son los mejores!!!,5
2023-02-02,9,buen servicio,4
2023-02-02,10,Por agil y practico,5
2023-02-02,10,cambios fáciles,5
2023-02-02,10,Variedad de horarios de vuelos y precios,5
2023-02-02,10,la rapidez y accesibilidad,5
2023-02-02,10,FACIL Y SEGURO,5
2023-02-02,10,buen servicio,5
2023-02-02,10,es facil y rapido,5
2023-02-02,10,RAPIDOS,5
2023-02-02,10,Debido a que se agiliza cualquier tramite que se requiera,5
2023-02-02,10,rápido y eficiente,5
2023-02-02,10,Muy amigable y facil de usar,5
2023-02-02,10,SERVICIO,5
2023-02-02,10,porque tiene muchos destinos,5
2023-02-02,10,TIENE BUEN SERVICIO EN LINEA,5
2023-02-02,10,Muy buen servicio,5
2023-02-02,10,Buen servicio,5
2023-02-02,10,PORQUE NADA FALLA Y NO SE TARDA NI SE ATORA COMO AEROMEXICO,5
2023-02-02,9,"Muy eficientes, cambios sin tanto trámite",4
2023-02-02,10,muy buem y facil sistema,5
2023-02-02,10,MUY FACIL PARA RESERVAR,5
2023-01-02,10,flexibilidad,5
2023-01-02,10,es muy sencillo de usar,5
2023-01-02,10,MUY AMIGABLE LA PLATAFORMA,5
2023-01-02,10,MUY INTUITIVO LA PAGUINA,5
2023-01-02,9,muy agil,4
2023-01-02,10,muy rapido,5
2023-01-02,10,por el buen servicio,5
2023-01-02,9,PORQUE LAS VECES QUE VIAJADO POR ESTE MEDIO NO E TENIDO PROBLEMAS,4
2023-01-02,10,HASTA EL MOMENTO NO HE TENIDO NINGUN INCONVENIENTE,5
2023-01-02,10,FACIL DE USAR,5
2023-01-02,10,RAPIDO Y FACIL,5
2023-01-02,10,muy eficiente,5
2023-01-02,10,SI!!,5
2023-01-02,10,FACIL DE ENTENDER,5
2023-01-02,10,EXCELENTES TARIFAS,5
2023-01-02,10,excelente y accesible línea,5
2023-01-02,10,muy facil el uso,5
2023-01-02,10,Rapidez,5
2023-01-02,10,muy bien,5
2023-01-02,10,TODO EN ORDEN Y MUY CLARO,5
2023-01-02,9,PROCESOS AGILES,4
2023-01-02,9,facil y entendible,4
2023-01-02,10,"Vuelos bastante accesibles en su precio, cumplen sus itinerarios en tiempo y forma",5
2023-01-02,10,Por q,5
2023-01-02,10,"Es sencillo, fácil y claro",5
2023-01-02,10,ME GUSTA,5
2023-01-02,10,POR RAPIDO Y SEGURO,5
2023-01-02,10,todo bien ágil,5
2023-01-02,10,fácil hacer el cambio de vuelo,5
2023-01-02,9,Es muy facil y no se nececita contactar el departamento del servicio al cliente,4
2023-01-02,10,Tarifas aceptables,5
2023-01-02,9,Es amigable llevar a cabo los cambios,4
2023-01-02,10,La facilidad de hacerlo,5
2023-01-02,9,muy eficientes,4
2023-01-02,9,TODO BIEN,4
2023-01-02,10,Muy fácil el proceso,5
2023-01-02,9,"es muy practico, pero deberian meter cambios de nombre directo en la pagina",4
2023-01-02,9,buen servicio,4
2023-01-02,10,NO ABUSARON EN EL CAMBIO DE ITINERARIO Y EL TRAMITE FUE SENCILLO,5
2023-01-02,10,Excelente Interfase de su pagina web,5
2023-01-02,10,excelente,5
2023-01-02,10,porque es rápido y sencillo,5
2023-01-02,9,si,4
2023-01-02,10,EXCELENTE,5
2023-01-02,10,Claro y fácil de usar,5
2023-01-02,10,Bueno,5
2023-01-02,10,FACILIDAD Y RAPIDEZ,5
2023-01-02,10,TODO EXCELENTE Y FACIL,5
2023-01-02,9,fue fácil,4
2023-01-02,10,es rapido,5
2023-01-02,9,bien,4
2023-01-02,10,"MUY FACIL DE CONSEGUIR LA INFORMACION, BIEN EXPLICADA PARA LOS CAMBIOS",5
2023-01-02,9,por bueno,4
2023-01-02,10,Rapidez y facil accesibilidad,5
2023-01-31,10,LOS MEJORES,5
2023-01-31,10,excelente,5
2023-01-31,10,agilidad,5
2023-01-31,10,vgf,5
2023-01-31,10,MUY FACIL Y PRACTICO,5
2023-01-31,10,SON MUY EFICIENTES,5
2023-01-31,10,Rapidez.,5
2023-01-31,10,"Pagina facil de navegar, sin rodeos",5
2023-01-31,10,Los precios son muy aceptables,5
2023-01-31,9,es facil de realizar cambios,4
2023-01-31,10,el servicio,5
2023-01-31,10,ADMINISTRAR LA RESERVACION/HACER CAMBIOS EN LINEA ES MAS CONVENIENTE Y TOMA MENOS TIEMPO.,5
2023-01-31,10,sistema muy amigable y rápido,5
2023-01-31,10,SOY CLIENTE POR HACE TIEMPO Y NO HE TENIDOS PROBLEMAS,5
2023-01-31,10,BIEN TODO,5
2023-01-31,9,por lo rapido que es,4
2023-01-31,10,AGILIDAD EN LA COMPRA,5
2023-01-31,10,precios accesibles,5
2023-01-31,10,"EXCELENTE FLEXIBILIDAD EN CAMBIO DE MI VUELO, MUY AGRADECIDA",5
2023-01-31,10,buen servicio,5
2023-01-31,10,muy buen servicio,5
2023-01-31,10,Facilidad del proceso en línea,5
2023-01-31,10,RAPIDO,5
2023-01-31,10,Me da muchas opciones para escoger lo que necesito,5
2023-01-31,10,bastante amigable el sistema,5
2023-01-31,9,es rapida,4
2023-01-31,9,El sistema de electronico es algo fexible y tiene vuelos directos bastante economicos,4
2023-01-31,10,Facil de usar,5
2023-01-31,10,BUEN SERVICIO,5
2023-01-31,10,Facil,5
2023-01-31,9,Por recordatorios a tiempo y amplias modalidades de pago,4
2023-01-31,9,BUEN SERVICIO,4
2023-01-31,10,MUY FÁCIL SU PLATAFORMA,5
2023-01-31,10,claro y completo,5
2023-01-31,10,FACILIDADES OTORGADAS,5
2023-01-31,10,"HASTA AHORA ME A GUSTADO LA FACILIDAD PARA LA COMPRA DEL VUELO, ME AGRADA QUE LOS COSTOS NO SON TAN ELEVADOS",5
2023-01-31,10,todo bien! solo que tengo duda cuando hay cambio de reservación porque debe uno pagar nuevamente,5
2023-01-31,10,Facil y claro,5
2023-01-31,10,"muy rapido eficiente, transparente y efectivo",5
2023-01-31,10,fue muy sencillo el tramite en linea,5
2023-04-17,10,PRÁCTICOS Y SEGUROS,5
2023-04-17,9,buen sistema de reservaciones,4
2023-04-17,10,por la facilidad  de hacer algún cambio,5
2023-04-17,10,facilidad,5
2023-04-17,10,LIKE,5
2023-04-17,10,BIEN,5
2023-04-17,10,RAPIDEZ,5
2023-04-17,10,Todo súper bien,5
2023-04-17,10,"No tuve ningún problema, fue muy rápido",5
2023-04-17,10,"MUY FACIL DE USAR LA PLATAFORMA, DETALLES DE LOS SERVICIOS CLAROS",5
2023-04-17,10,EL PROCESO FUE SENCILLO,5
2023-04-17,10,"muy eficiente peroo, ssegun yo tengo cambios de vuelo sin costo",5
2023-04-17,10,rapidez y facil de enteder,5
2023-04-17,10,Eficiencia,5
2023-04-17,10,Es rápido y claro.,5
2023-04-17,10,Siempre hay una buena opcion,5
2023-04-17,9,Eficientes y muy facil.,4
2023-04-17,10,excelent4e,5
2023-04-17,10,TODO EXCELENTE,5
2023-04-17,10,MUY FACIL,5
2023-04-17,10,Excelente atención y apoyo por parte del Call Center,5
2023-04-17,10,xcdd,5
2023-04-17,10,RAPIDEZ,5
2023-04-17,10,SERVICO EXCELENTE,5
2023-04-17,10,muy practica la pagina,5
2023-04-17,10,ok,5
2023-04-17,10,SI,5
2023-04-17,10,BUENO Y BARATO,5
2023-04-17,10,"Todo muy bien, gracias",5
2023-04-17,9,Por que es muy buen servicio,4
2023-04-17,10,web rapida y amigable,5
2023-04-17,10,Por buen servicio,5
2023-04-17,10,ES AMIGABLE LA PAGINA PARA NAVEGAR,5
2023-04-17,10,Muy Sencillo,5
2023-04-17,10,Fácil de usar aplicación,5
2023-04-17,10,Muy sencillo,5
2023-04-17,10,es buen servicio,5
2023-04-17,10,FELIZ,5
2023-04-17,10,facil,5
2023-04-17,10,Buen servicio,5
2023-04-17,10,son muy eficientes,5
2023-04-17,10,SENCILLO Y RAPIDO PROCESO,5
2023-04-17,9,Buen servicio,4
2023-04-17,10,SENCILLEZ,5
2023-04-17,10,"Confiable , rápida,",5
2023-04-17,10,EFICIENCIA,5
2023-04-16,10,"Los precios de los vuelos no cambiaron, ni tuve que llamar a call center, la página funciona bien y los precios son accesibles.",5
2023-04-16,10,m,5
2023-04-16,10,MUY INTUITIVO,5
2023-04-16,10,por ser acecible a la economia,5
2023-04-16,10,PRACTICO,5
2023-04-16,10,MUY FACIL,5
2023-04-16,10,facil y rapido,5
2023-04-16,10,"Hasta ahorita todo va bien,,, vamos a ver el dia del viaje",5
2023-04-16,10,POR LOS PRECIOS,5
2023-04-16,9,si,4
2023-04-16,10,facil y rapido,5
2023-04-16,10,me gusta viajar por vivaaerobus,5
2023-04-16,10,porque puedo hacer todo tipo de cambios con antelación sin preocuparme el dia del vuelo,5
2023-04-16,10,Rápido y fácil,5
2023-04-16,10,Bueno,5
2023-04-16,10,Por la atención de la señorita Cris Espinosa,5
2023-04-16,9,LA FACILIDADE DE REALISAR CAMBIOS,4
2023-04-16,10,Excelente servicio,5
2023-04-16,10,BIEN,5
2023-04-16,9,FACIL,4
2023-04-16,10,FACIL MANEJO PAGINA INTERNET,5
2023-04-16,10,muy facil de utilizar,5
2023-04-16,9,"pude hacer mi cambio de asiento días antes, aunque no me gusto que tengo que pagar por el cambio de pasillo a ventanilla si voy en la misma clase, cuando en otras líneas no se paga",4
2023-04-16,9,eficientes,4
2023-04-16,9,proceso rapido,4
2023-04-16,10,claro que los recomiendo. es la mejor opcion,5
2023-04-16,10,PORQUE TODO SUPER BIEN,5
2023-04-16,9,costo alto,4
2023-04-16,10,todo ha marchado muy bien,5
2023-04-16,10,Muy bien,5
2023-04-15,10,..,5
2023-04-15,10,La facilidad con la cual puedo gestionar mi vuelo. La claridad en la información presentada,5
2023-04-15,10,.,5
2023-04-15,10,es muy rapido y facil,5
2023-04-15,9,ES BUENO,4
2023-04-15,9,es practico,4
2023-04-15,10,La información fue clara,5
2023-04-15,9,buen servicio,4
2023-04-15,10,Accesibles,5
2023-04-15,9,Es muy practico y sencillo,4
2023-04-15,10,excelente servicio,5
2023-04-15,10,rapidez y eficencia,5
2023-04-15,10,GRACIAS. ALAN. MUY. BUEN. SERVICIO,5
2023-04-15,9,Estuvo facil,4
2023-04-15,9,Rápido y sencilo,4
2023-04-15,9,Facil y Rapido,4
2023-04-15,10,es rapido y amigable,5
2023-04-15,10,GRACIAS,5
2023-04-15,10,facilidad en la reservacion,5
2023-04-15,10,Todo muy bien hasta el momento. Gracias!,5
2023-04-15,10,Muy facil de usar,5
2023-04-15,10,Por lo fácil que es tener el acceso y la información necesaria,5
2023-04-15,10,Hasta este momento me han dado un buen servicio,5
2023-04-15,10,Porque siempre estan en comunicación,5
2023-04-15,9,na,4
2023-04-15,10,CLARO QUE SI,5
2023-04-15,10,"Muy bien, solo que su servicio telefónico tiene una cola de 45 minutos",5
2023-04-15,10,MUY FACIL EL CAMBIO,5
2023-04-15,9,BUEN SERVICIO,4
2023-04-15,10,SERVICIO RAPIDO,5
2023-04-15,10,muy efectivo y practico,5
2023-04-15,10,OK,5
2023-04-14,10,feliz,5
2023-04-14,10,excelente servicio,5
2023-04-14,10,rapido y facil,5
2023-04-14,10,MUY RAPIDO Y FACIL,5
2023-04-14,10,amigable,5
2023-04-14,9,Todo es muy claro,4
2023-04-14,10,POR EXCELENTE SERVICIO Y RAPIDO,5
2023-04-14,10,MUY BUENA AEROLINEA,5
2023-04-14,9,POR QUE SON ACCESIBLES,4
2023-04-14,10,ES MUY RAPIDO,5
2023-04-14,10,BUEN SERVICIO Y ATENTOS,5
2023-04-14,10,Es muy facil,5
2023-04-14,10,rapida muy,5
2023-04-14,10,rapido,5
2023-04-14,10,es fácil y rápido,5
2023-04-14,10,facil de hacer,5
2023-04-14,10,me encanta,5
2023-04-14,10,MUY CLARA Y PRECISA EN SUS LINEAMIENTOS,5
2023-04-14,10,muy facil el trsmite y seguro,5
2023-04-14,10,SITEMA AGIL Y CONFIABLE,5
2023-04-14,10,ES FACIL HACER LOS CAMBIOS AQUI,5
2023-04-14,10,excelente servicio,5
2023-04-14,10,hola,5
2023-04-14,10,Buena interacción...,5
2023-04-14,9,ES MUY PRACTICO,4
2023-04-14,10,practico y rapido,5
2023-04-14,9,La facilidad de los cambios y buen precio por el cambio,4
2023-04-14,10,Muy Fexible..,5
2023-04-14,10,muy aguil,5
2023-04-14,10,muy amigable el sistema,5
2023-04-14,9,Me ha resultado sencillo,4
2023-04-14,9,ECONOMICOS Y CUMPLIDOS,4
2023-04-14,9,MUY ACCESIBLE,4
2023-04-14,10,SON LOS MEJORES!!!,5
2023-04-14,10,FUE MUY RAPIDO CREI QUE SE TARDARIA MUCHO MÁS.,5
2023-04-14,10,eficiencia y claridad,5
2023-04-14,10,eficiencia en su sistema,5
2023-04-14,10,Ha sido muy sencillo el proceso,5
2023-04-14,9,"Pense que me cobrarian mas por hacer cambios y no, muy bien seguire recomendando!",4
2023-04-14,10,Muy buena interface para compra y administracion de boletos,5
2023-04-14,9,RAPIDO,4
2023-04-14,10,Muy fácil de usar.,5
2023-04-14,10,MuyFacil,5
2023-04-14,10,BUENA ATENCION,5
2023-04-14,9,ES RAPIDO,4
2023-04-14,10,fACILIDAD Y PRACTICIDAD DE USO,5
2023-04-14,10,facil y rapido,5
2023-04-14,10,Buen servicio,5
2023-04-14,10,MUY EFICIENTE,5
2023-04-13,10,facil,5
2023-04-13,10,FUE RAPIDO Y FACIL,5
2023-04-13,10,SUPER SERVICIO,5
2023-04-13,10,ok,5
2023-04-13,9,Eficiente servicio,4
2023-04-13,10,"Facil, agil, sin burocracias",5
2023-04-13,10,Super bueno el sistema para cambiar nombres,5
2023-04-13,10,Porque es muy practico y razonable el pago,5
2023-04-13,10,muy practico y claro,5
2023-04-13,10,Es muy fácil de elegir todo,5
2023-04-13,10,precios,5
2023-04-13,9,"Tienen la mejor tarifa, sólo que me gustaría que el asiento de la mitad para atras sean gratis",4
2023-04-13,9,Buen servicio,4
2023-04-13,10,ME GUSTA MUCHO LO RAPIDO DE LA PLATAFORMA,5
2023-04-13,10,muy buenos detalles,5
2023-04-13,10,Muy rápido y eficiente,5
2023-04-13,10,Es fácil y economico,5
2023-04-13,10,super facil el preoceso,5
2023-04-13,10,...,5
2023-04-13,10,página amigable,5
2023-04-13,10,BUEN SERVICIO,5
2023-04-13,10,COSTOS,5
2023-04-13,10,RAPIDEZ,5
2023-04-13,10,Es fácil de encontrar la información,5
2023-04-13,10,Porque es mas seguro para viajar sin contratiempos,5
2023-04-13,9,rapido servicio,4
2023-04-13,9,BUEN SERVICIO,4
2023-04-13,10,facil,5
2023-04-13,10,ES RAPIDO,5
2023-04-13,10,BUEN SERVICIO,5
2023-04-13,10,Muy facil de usar,5
2023-04-13,10,todo bien y rapido,5
2023-04-13,9,GRACIAS,4
2023-04-13,10,POR LO FACIL QUE ES USAR SU SISTEMA,5
2023-04-13,10,POR PRECIOS,5
2023-04-13,10,"demasiado facil, amigable y efectivo",5
2023-04-13,10,muy amigable el sistema,5
2023-04-13,10,Fácil y rapido,5
2023-04-13,9,la página es eficiente y el servicio en el lugar también,4
2023-04-13,9,"El sistema es amigable, sencillo",4
2023-04-13,10,POR LO RÁPIDO PARA SOLUCIONAR MI CAMBIO DE VUELO,5
2023-04-13,10,Excelente y sencillo,5
2023-04-13,10,Es muy facil realizar los movimientos.,5
2023-04-13,10,Servicio sencillo de utilizar,5
2023-04-13,10,facil acceso,5
2023-04-13,10,"comodidad, experiencia al usuario y facil de usar",5
2023-04-13,10,se hizo el movimiento rapido y sin problemas,5
2023-04-13,9,porque es facil y conveniente,4
2023-04-13,9,te ayuda mucho la pagina,4
2023-04-13,10,RAPIDEZ,5
2023-04-13,10,FACIL,5
2023-04-13,10,PAGINA FACIL DE UTILIZAR,5
2023-04-13,10,es todo my facil,5
2023-04-13,9,ECONOMIA,4
2023-04-13,9,buen servicio,4
2023-04-13,10,EXCELENTE SERVICIO,5
2023-04-13,10,PRACTICO,5
2023-04-13,10,facil y rapido,5
2023-04-13,9,Es ágil,4
2023-04-13,10,efectividad y rapidez,5
2023-04-13,10,facil y rapido,5
2023-04-13,10,"Por que  es muy sencillo reservar, y muy clara la informacion, al igual en call center son muy amables y atentos",5
2023-04-13,10,TE DA LA OPORTUNIDAD DE AGREGAR SERVICIOS,5
2023-04-13,10,Muy agil la pagina,5
2023-04-13,10,me gusta viajar por vivaaerobus,5
2023-04-13,9,Es muy facil hacer cambios,4
2023-04-13,10,TODO MUY ACCESIBLE,5
2023-04-13,10,buen servicio,5
2023-12-04,10,muy sencillo,5
2023-12-04,10,porque es muy eficiente,5
2023-12-04,10,BIEN,5
2023-12-04,9,Precio,4
2023-12-04,10,muy amigable el sistema,5
2023-12-04,10,PORTAL AMIGABLE E INTUITIVO,5
2023-12-04,9,buen servicio,4
2023-12-04,10,ECONOMICO Y PUNTUAL,5
2023-12-04,10,por el servicio,5
2023-12-04,10,Precios accesibles para toda la sociedad,5
2023-12-04,10,Rapido,5
2023-12-04,10,FACIL Y RAPIDO LOS PROCESOS DE LA WEB,5
2023-12-04,9,rapido,4
2023-12-04,9,No pude hacer la reservación en mi móvil porque la página no cargaba,4
2023-12-04,10,MUY FACIL Y RAPIDO,5
2023-12-04,10,sa,5
2023-12-04,10,SIMPLE Y RAPIDO,5
